begin_shift_time,NODE_ID,inout_name,amount,page_type
2023/4/2 6:00,372,out,78.419,ZU
2023/4/2 6:00,472,out,0,ZU
2023/4/2 6:00,512,out,170.749,ZU
2023/4/2 6:00,712,in,597.879,ZU
2023/4/2 6:00,129,in,2857.88,ZU
2023/4/2 6:00,292,consume,50.609,ZU
2023/4/2 6:00,305,consume,25.919,ZU
2023/4/2 6:00,319,consume,100.969,ZU
2023/4/2 6:00,333,consume,99.359,ZU
2023/4/2 6:00,342,out,284.589,ZU
2023/4/2 6:00,360,out,303.719,ZU
2023/4/2 6:00,369,consume,30.149,ZU
2023/4/2 6:00,393,consume,40.479,ZU
2023/4/2 6:00,396,out,36.219,ZU
2023/4/2 6:00,409,out,31.839,ZU
2023/4/2 6:00,418,consume,47.779,ZU
2023/4/2 6:00,429,consume,71.969,ZU
2023/4/2 6:00,441,consume,33.309,ZU
2023/4/2 6:00,450,consume,100.039,ZU
2023/4/2 6:00,491,consume,205.279,ZU
2023/4/2 6:00,499,consume,197.699,ZU
2023/4/2 6:00,508,consume,89.469,ZU
2023/4/2 6:00,519,consume,470.559,ZU
2023/4/2 6:00,541,consume,36.169,ZU
2023/4/2 6:00,550,consume,36.259,ZU
2023/4/2 6:00,559,consume,35.429,ZU
2023/4/2 6:00,573,consume,29.139,ZU
2023/4/2 6:00,638,out,1546.5,ZU
2023/4/2 6:00,681,out,1536.6,ZU
2023/4/2 6:00,682,out,279.166,ZU
2023/4/2 6:00,626,consume,-162.393,ZU
2023/4/2 6:00,453,out,422.319,ZU
2023/4/2 6:00,474,in,1075.71,ZU
2023/4/2 6:00,493,out,131.999,ZU
2023/4/2 6:00,500,out,130.139,ZU
2023/4/2 6:00,509,out,625.949,ZU
2023/4/2 6:00,361,out,30.849,ZU
2023/4/2 6:00,544,out,0,ZU
2023/4/2 6:00,561,out,83.179,ZU
2023/4/2 6:00,579,out,35.489,ZU
2023/4/2 6:00,584,out,193.469,ZU
2023/4/2 6:00,587,out,418.819,ZU
2023/4/2 6:00,591,out,141.329,ZU
2023/4/2 6:00,707,out,41.349,ZU
2023/4/2 6:00,708,out,54.379,ZU
2023/4/2 6:00,709,out,59.909,ZU
2023/4/2 6:00,710,out,33.699,ZU
2023/4/2 6:00,714,in,81.379,ZU
2023/4/2 6:00,715,in,187.879,ZU
2023/4/2 6:00,716,out,62.929,ZU
2023/4/2 6:00,717,out,90.939,ZU
2023/4/2 6:00,719,in,253.879,ZU
2023/4/2 6:00,720,in,197.879,ZU
2023/4/2 6:00,721,in,0,ZU
2023/4/2 6:00,722,out,177.119,ZU
2023/4/2 6:00,723,out,65.879,ZU
2023/4/2 6:00,724,out,77.739,ZU
2023/4/2 6:00,725,out,42.999,ZU
2023/4/2 6:00,684,out,558.737,ZU
2023/4/2 6:00,685,out,1361.49,ZU
2023/4/2 6:00,286,out,772.429,ZU
2023/4/2 6:00,384,out,188.429,ZU
2023/4/2 6:00,416,in,375.759,ZU
2023/4/2 6:00,282,out,149.419,ZU
2023/4/2 6:00,295,out,103.109,ZU
2023/4/2 6:00,336,in,261.549,ZU
2023/4/2 6:00,316,out,1222.88,ZU
2023/4/2 6:00,330,out,991.159,ZU
2023/4/2 6:00,385,out,524.239,ZU
2023/4/2 6:00,414,in,3235.96,ZU
2023/4/2 6:00,718,in,0,ZU
2023/4/2 6:00,338,in,88.859,ZU
2023/4/2 6:00,355,in,33.149,ZU
2023/4/2 6:00,421,out,2349.31,ZU
2023/4/2 6:00,455,out,1652.51,ZU
2023/4/2 6:00,489,in,3424.17,ZU
2023/4/2 6:00,497,in,3510.99,ZU
2023/4/2 6:00,510,out,3534.98,ZU
2023/4/2 6:00,339,in,25.939,ZU
2023/4/2 6:00,406,in,25.919,ZU
2023/4/2 6:00,417,in,88.799,ZU
2023/4/2 6:00,428,in,105.579,ZU
2023/4/2 6:00,442,in,31.139,ZU
2023/4/2 6:00,466,in,36.099,ZU
2023/4/2 6:00,484,out,358.399,ZU
2023/4/2 6:00,490,in,36.409,ZU
2023/4/2 6:00,498,in,36.049,ZU
2023/4/2 6:00,518,in,94.009,ZU
2023/4/2 6:00,539,in,0,ZU
2023/4/2 6:00,549,in,25.889,ZU
2023/4/2 6:00,556,in,25.949,ZU
2023/4/2 6:00,572,in,0,ZU
2023/4/2 6:00,420,out,313.319,ZU
2023/4/2 6:00,475,in,313.319,ZU
2023/4/2 6:00,371,out,38.939,ZU
2023/4/2 6:00,424,out,60.909,ZU
2023/4/2 6:00,432,out,56.729,ZU
2023/4/2 6:00,462,out,70.339,ZU
2023/4/2 6:00,479,in,105.999,ZU
2023/4/2 6:00,337,in,656.409,ZU
2023/4/2 6:00,486,out,618.769,ZU
2023/4/2 6:00,281,out,30.859,ZU
2023/4/2 6:00,294,out,33.139,ZU
2023/4/2 6:00,307,in,35.449,ZU
2023/4/2 6:00,321,in,38.729,ZU
2023/4/2 6:00,483,in,591.839,ZU
2023/4/2 6:00,496,out,327.039,ZU
2023/4/2 6:00,501,out,311.919,ZU
2023/4/2 6:00,351,in,159.219,ZU
2023/4/2 6:00,381,out,165.529,ZU
2023/4/2 6:00,314,out,113.419,ZU
2023/4/2 6:00,328,out,110.079,ZU
2023/4/2 6:00,382,out,930.579,ZU
2023/4/2 6:00,400,in,1145.44,ZU
2023/4/2 6:00,383,out,1857.75,ZU
2023/4/2 6:00,394,in,1698.98,ZU
2023/4/2 6:00,387,consume,174.169,ZU
2023/4/2 6:00,388,out,174.169,ZU
2023/4/2 6:00,327,out,209.119,ZU
2023/4/2 6:00,353,in,186.689,ZU
2023/4/2 6:00,283,out,1626.69,ZU
2023/4/2 6:00,296,out,1666.19,ZU
2023/4/2 6:00,309,in,49.879,ZU
2023/4/2 6:00,315,out,390.369,ZU
2023/4/2 6:00,323,in,45.209,ZU
2023/4/2 6:00,329,out,393.009,ZU
2023/4/2 6:00,468,in,667.909,ZU
2023/4/2 6:00,471,out,818.989,ZU
2023/4/2 6:00,505,in,4192.95,ZU
2023/4/2 6:00,285,out,1084.32,ZU
2023/4/2 6:00,288,out,537.789,ZU
2023/4/2 6:00,298,out,1647.48,ZU
2023/4/2 6:00,299,out,689.149,ZU
2023/4/2 6:00,301,out,470.409,ZU
2023/4/2 6:00,374,out,0,ZU
2023/4/2 6:00,430,in,1167.1,ZU
2023/4/2 6:00,431,in,2791.2,ZU
2023/4/2 6:00,291,out,3571.08,ZU
2023/4/2 6:00,304,out,3695.97,ZU
2023/4/2 6:00,306,in,3467.98,ZU
2023/4/2 6:00,320,in,3397.6,ZU
2023/4/2 6:00,290,out,1399.77,ZU
2023/4/2 6:00,303,out,1124.34,ZU
2023/4/2 6:00,317,out,643.559,ZU
2023/4/2 6:00,331,out,570.259,ZU
2023/4/2 6:00,365,in,1261.63,ZU
2023/4/2 6:00,367,in,313.849,ZU
2023/4/2 6:00,313,out,224.969,ZU
2023/4/2 6:00,352,in,140.159,ZU
2023/4/2 6:00,419,in,2677.37,ZU
2023/4/2 6:00,434,out,977.799,ZU
2023/4/2 6:00,435,out,572.569,ZU
2023/4/2 6:00,436,out,1017.46,ZU
2023/4/2 6:00,346,out,344.479,ZU
2023/4/2 6:00,408,in,104.619,ZU
2023/4/2 6:00,373,out,3925.28,ZU
2023/4/2 6:00,377,in,2865.88,ZU
2023/4/2 6:00,458,out,27.369,ZU
2023/4/2 6:00,380,in,25.889,ZU
2023/4/2 6:00,401,out,31.659,ZU
2023/4/2 6:00,528,in,789.559,ZU
2023/4/2 6:00,532,out,787.419,ZU
2023/4/2 6:00,482,in,246.889,ZU
2023/4/2 6:00,525,out,324.609,ZU
2023/4/2 6:00,287,out,29.589,ZU
2023/4/2 6:00,300,out,40.809,ZU
2023/4/2 6:00,308,in,40.879,ZU
2023/4/2 6:00,322,in,0,ZU
2023/4/2 6:00,379,in,27.359,ZU
2023/4/2 6:00,395,out,27.359,ZU
2023/4/2 6:00,289,out,1392.38,ZU
2023/4/2 6:00,302,out,2614.4,ZU
2023/4/2 6:00,451,in,1154.39,ZU
2023/4/2 6:00,452,in,2766.49,ZU
2023/4/2 6:00,524,out,273.639,ZU
2023/4/2 6:00,629,in,25.9007,ZU
2023/4/2 6:00,494,out,2874.01,ZU
2023/4/2 6:00,503,out,2977.92,ZU
2023/4/2 6:00,514,in,5717.22,ZU
2023/4/2 6:00,343,out,261.799,ZU
2023/4/2 6:00,344,out,199.279,ZU
2023/4/2 6:00,348,out,165.769,ZU
2023/4/2 6:00,354,in,99.399,ZU
2023/4/2 6:00,362,out,63.179,ZU
2023/4/2 6:00,411,out,150.639,ZU
2023/4/2 6:00,492,out,179.289,ZU
2023/4/2 6:00,502,out,178.819,ZU
2023/4/2 6:00,623,in,3118.71,ZU
2023/4/2 6:00,402,out,679.649,ZU
2023/4/2 6:00,405,in,677.729,ZU
2023/4/2 6:00,527,in,1694.77,ZU
2023/4/2 6:00,531,out,1719.32,ZU
2023/4/2 6:00,690,out,131.988,ZU
2023/4/2 6:00,691,out,83.961,ZU
2023/4/2 6:00,692,out,61.1404,ZU
2023/4/2 6:00,81,out,66.4923,ZU
2023/4/2 6:00,81,out,51.3241,ZU
2023/4/2 6:00,81,out,80.2247,ZU
2023/4/2 6:00,279,in,10842.4,ZU
2023/4/2 6:00,595,out,560.519,ZU
2023/4/2 6:00,134,out,468.679,ZU
2023/4/2 6:00,293,in,12820.8,ZU
2023/4/2 6:00,543,out,186.949,ZU
2023/4/2 6:00,552,out,197.199,ZU
2023/4/2 6:00,558,out,196.029,ZU
2023/4/2 6:00,575,out,80.929,ZU
2023/4/2 6:00,594,in,560.519,ZU
2023/4/2 6:00,397,out,1695.76,ZU
2023/4/2 6:00,410,out,734.269,ZU
2023/4/2 6:00,477,out,492.019,ZU
2023/4/2 6:00,478,out,896.339,ZU
2023/4/2 6:00,606,out,220.183,ZU
2023/4/2 6:00,620,in,3289.46,ZU
2023/4/2 6:00,621,in,449.559,ZU
2023/4/2 6:00,284,out,730.479,ZU
2023/4/2 6:00,297,out,994.609,ZU
2023/4/2 6:00,443,in,268.309,ZU
2023/4/2 6:00,444,in,1465.43,ZU
2023/4/2 6:00,404,out,316.689,ZU
2023/4/2 6:00,641,out,1391,ZU
2023/4/2 6:00,668,in,49.4803,ZU
2023/4/2 6:00,118,out,193.042,ZU
2023/4/2 6:00,422,out,3048.09,ZU
2023/4/2 6:00,437,out,694.589,ZU
2023/4/2 6:00,438,out,764.389,ZU
2023/4/2 6:00,447,out,1699.45,ZU
2023/4/2 6:00,456,out,0,ZU
2023/4/2 6:00,457,out,1627.72,ZU
2023/4/2 6:00,469,in,183.849,ZU
2023/4/2 6:00,604,in,165.423,ZU
2023/4/2 6:00,121,out,133.924,ZU
2023/4/2 6:00,366,in,2593.87,ZU
2023/4/2 6:00,119,out,148.543,ZU
2023/4/2 6:00,95,out,312.095,ZU
2023/4/2 6:00,120,out,470.253,ZU
2023/4/2 6:00,117,out,120.372,ZU
2023/4/2 6:00,378,in,1025.98,ZU
2023/4/2 6:00,83,out,36060.2,ZU
2023/4/2 6:00,82,out,331.969,ZU
2023/4/2 6:00,82,out,953.28,ZU
2023/4/2 6:00,106,out,992.377,ZU
2023/4/2 6:00,89,out,313.884,ZU
2023/4/2 6:00,93,out,210.073,ZU
2023/4/2 6:00,599,out,167.913,ZU
2023/4/2 6:00,644,out,61.2901,ZU
2023/4/2 6:00,88,out,265.443,ZU
2023/4/2 6:00,86,out,596.54,ZU
2023/4/2 6:00,108,out,608.481,ZU
2023/4/2 6:00,107,out,2093.16,ZU
2023/4/2 6:00,90,out,45.2135,ZU
2023/4/2 6:00,318,out,1035.28,ZU
2023/4/2 6:00,332,out,1257.05,ZU
2023/4/2 6:00,711,in,4555.88,ZU
2023/4/2 6:00,533,out,0,ZU
2023/4/2 6:00,520,out,3030.88,ZU
2023/4/2 6:00,386,out,162.839,ZU
2023/4/2 6:00,345,out,89.769,ZU
2023/4/2 6:00,403,out,189.789,ZU
2023/4/2 6:00,521,out,1002.38,ZU
2023/4/2 6:00,523,out,910.549,ZU
2023/4/2 6:00,133,in,44.0522,ZU
2023/4/2 6:00,102,in,228.06,ZU
2023/4/2 6:00,686,out,0,ZU
2023/4/2 6:00,80,out,0,ZU
2023/4/2 6:00,687,out,720.579,ZU
2023/4/2 6:00,127,out,720.579,ZU
2023/4/2 6:00,657,out,0,ZU
2023/4/2 6:00,122,out,0,ZU
2023/4/2 6:00,481,in,93.849,ZU
2023/4/2 6:00,642,out,152.727,ZU
2023/4/2 6:00,654,in,0,ZU
2023/4/2 6:00,542,in,0,ZU
2023/4/2 6:00,551,in,26.389,ZU
2023/4/2 6:00,560,in,31.849,ZU
2023/4/2 6:00,567,in,36.619,ZU
2023/4/2 6:00,574,in,28.809,ZU
2023/4/2 6:00,701,out,69.865,ZU
2023/4/2 6:00,356,in,27.999,ZU
2023/4/2 6:00,357,in,26.289,ZU
2023/4/2 6:00,368,in,81.039,ZU
2023/4/2 6:00,392,in,30.869,ZU
2023/4/2 6:00,449,in,144.999,ZU
2023/4/2 6:00,506,in,28.729,ZU
2023/4/2 6:00,683,out,13262.4,ZU
2023/4/2 6:00,598,in,26.479,ZU
2023/4/2 6:00,605,in,0,ZU
2023/4/2 6:00,667,in,0,ZU
2023/4/2 6:00,517,in,45.109,ZU
2023/4/2 6:00,616,out,45.17,ZU
2023/4/2 6:00,516,in,218.839,ZU
2023/4/2 6:00,651,out,218.949,ZU
2023/4/2 6:00,407,in,138.339,ZU
2023/4/2 6:00,607,out,138.53,ZU
2023/4/2 6:00,615,out,1492.81,ZU
2023/4/2 6:00,612,in,1346.01,ZU
2023/4/2 6:00,618,out,29.4059,ZU
2023/4/2 6:00,614,out,3643.88,ZU
2023/4/2 6:00,611,in,1780.42,ZU
2023/4/2 6:00,650,out,245.076,ZU
2023/4/2 6:00,627,in,65.5549,ZU
2023/4/2 6:00,643,out,454.903,ZU
2023/4/2 6:00,645,out,483.213,ZU
2023/4/2 6:00,639,out,356.892,ZU
2023/4/2 6:00,608,out,74.7327,ZU
2023/4/2 6:00,617,out,615.954,ZU
2023/4/2 6:00,600,out,599.114,ZU
2023/4/2 6:00,603,in,601.781,ZU
2023/4/2 6:00,649,out,144.402,ZU
2023/4/2 6:00,358,out,82.709,ZU
2023/4/2 6:00,665,out,1,ZU
2023/4/2 6:00,628,in,121.866,ZU
2023/4/2 6:00,640,out,2602.07,ZU
2023/4/2 6:00,609,in,561.449,ZU
2023/4/2 6:00,658,in,2996.5,ZU
2023/4/2 6:00,652,in,1437.75,ZU
2023/4/2 6:00,689,out,2275.48,ZU
2023/4/2 6:00,679,in,2229.8,ZU
2023/4/2 6:00,655,out,30.0441,ZU
2023/4/2 6:00,633,in,30.0441,ZU
2023/4/2 6:00,656,out,251.913,ZU
2023/4/2 6:00,699,in,251.913,ZU
2023/4/2 6:00,672,out,0,ZU
2023/4/2 6:00,661,in,0,ZU
2023/4/2 6:00,669,out,25.8765,ZU
2023/4/2 6:00,697,in,0,ZU
2023/4/2 6:00,670,out,0,ZU
2023/4/2 6:00,622,in,28.8859,ZU
2023/4/2 6:00,646,out,35.8574,ZU
2023/4/2 6:00,648,in,35.8574,ZU
2023/4/2 6:00,662,out,391.388,ZU
2023/4/2 6:00,700,in,263.879,ZU
2023/4/2 6:00,602,out,27.4032,ZU
2023/4/2 6:00,631,in,27.4032,ZU
2023/4/2 6:00,601,out,60.8627,ZU
2023/4/2 6:00,739,in,58.842,ZU
2023/4/2 6:00,671,out,25.8898,ZU
2023/4/2 6:00,737,in,25.9095,ZU
2023/4/2 6:00,619,out,59.3703,ZU
2023/4/2 6:00,613,consume,59.3703,ZU
2023/4/2 6:00,664,out,25.8899,ZU
2023/4/2 6:00,632,in,25.8899,ZU
2023/4/2 6:00,347,out,461.779,ZU
2023/4/2 6:00,359,out,134.549,ZU
2023/4/2 6:00,526,out,162.339,ZU
2023/4/2 6:00,624,in,2242.4,ZU
2023/4/2 6:00,610,in,773.29,ZU
2023/4/2 6:00,597,in,493.797,ZU
2023/4/2 6:00,647,in,457.797,ZU
2023/4/2 6:00,659,in,66.3038,ZU
2023/4/2 6:00,653,in,1,ZU
2023/4/2 6:00,279,in,10842.4,NODE
2023/4/2 6:00,280,in,249.459,NODE
2023/4/2 6:00,281,out,30.859,NODE
2023/4/2 6:00,282,out,149.419,NODE
2023/4/2 6:00,283,out,1626.69,NODE
2023/4/2 6:00,284,out,730.479,NODE
2023/4/2 6:00,285,out,1084.32,NODE
2023/4/2 6:00,286,out,772.429,NODE
2023/4/2 6:00,287,out,29.589,NODE
2023/4/2 6:00,288,out,537.789,NODE
2023/4/2 6:00,289,out,1392.38,NODE
2023/4/2 6:00,290,out,1399.77,NODE
2023/4/2 6:00,291,out,3571.08,NODE
2023/4/2 6:00,292,consume,50.609,NODE
2023/4/2 6:00,306,in,3467.98,NODE
2023/4/2 6:00,307,in,35.449,NODE
2023/4/2 6:00,308,in,40.879,NODE
2023/4/2 6:00,309,in,49.879,NODE
2023/4/2 6:00,310,in,0,NODE
2023/4/2 6:00,312,out,0,NODE
2023/4/2 6:00,313,out,224.969,NODE
2023/4/2 6:00,314,out,113.419,NODE
2023/4/2 6:00,315,out,390.369,NODE
2023/4/2 6:00,316,out,1222.88,NODE
2023/4/2 6:00,317,out,643.559,NODE
2023/4/2 6:00,318,out,1035.28,NODE
2023/4/2 6:00,319,consume,100.969,NODE
2023/4/2 6:00,707,out,41.349,NODE
2023/4/2 6:00,351,in,159.219,NODE
2023/4/2 6:00,352,in,140.159,NODE
2023/4/2 6:00,353,in,186.689,NODE
2023/4/2 6:00,354,in,99.399,NODE
2023/4/2 6:00,355,in,33.149,NODE
2023/4/2 6:00,356,in,27.999,NODE
2023/4/2 6:00,357,in,26.289,NODE
2023/4/2 6:00,358,out,82.709,NODE
2023/4/2 6:00,359,out,134.549,NODE
2023/4/2 6:00,360,out,303.719,NODE
2023/4/2 6:00,361,out,30.849,NODE
2023/4/2 6:00,362,out,63.179,NODE
2023/4/2 6:00,363,out,32.009,NODE
2023/4/2 6:00,364,out,25.889,NODE
2023/4/2 6:00,334,in,168.839,NODE
2023/4/2 6:00,335,in,620.699,NODE
2023/4/2 6:00,336,in,261.549,NODE
2023/4/2 6:00,337,in,656.409,NODE
2023/4/2 6:00,338,in,88.859,NODE
2023/4/2 6:00,339,in,25.939,NODE
2023/4/2 6:00,340,in,0,NODE
2023/4/2 6:00,341,out,27.469,NODE
2023/4/2 6:00,342,out,284.589,NODE
2023/4/2 6:00,343,out,261.799,NODE
2023/4/2 6:00,344,out,199.279,NODE
2023/4/2 6:00,345,out,89.769,NODE
2023/4/2 6:00,346,out,344.479,NODE
2023/4/2 6:00,347,out,461.779,NODE
2023/4/2 6:00,348,out,165.769,NODE
2023/4/2 6:00,349,out,30.969,NODE
2023/4/2 6:00,350,out,0,NODE
2023/4/2 6:00,709,out,59.909,NODE
2023/4/2 6:00,293,in,12820.8,NODE
2023/4/2 6:00,294,out,33.139,NODE
2023/4/2 6:00,295,out,103.109,NODE
2023/4/2 6:00,296,out,1666.19,NODE
2023/4/2 6:00,297,out,994.609,NODE
2023/4/2 6:00,298,out,1647.48,NODE
2023/4/2 6:00,299,out,689.149,NODE
2023/4/2 6:00,300,out,40.809,NODE
2023/4/2 6:00,301,out,470.409,NODE
2023/4/2 6:00,302,out,2614.4,NODE
2023/4/2 6:00,303,out,1124.34,NODE
2023/4/2 6:00,304,out,3695.97,NODE
2023/4/2 6:00,305,consume,25.919,NODE
2023/4/2 6:00,320,in,3397.6,NODE
2023/4/2 6:00,321,in,38.729,NODE
2023/4/2 6:00,322,in,0,NODE
2023/4/2 6:00,323,in,45.209,NODE
2023/4/2 6:00,324,in,0,NODE
2023/4/2 6:00,326,out,0,NODE
2023/4/2 6:00,327,out,209.119,NODE
2023/4/2 6:00,328,out,110.079,NODE
2023/4/2 6:00,329,out,393.009,NODE
2023/4/2 6:00,330,out,991.159,NODE
2023/4/2 6:00,331,out,570.259,NODE
2023/4/2 6:00,332,out,1257.05,NODE
2023/4/2 6:00,333,consume,99.359,NODE
2023/4/2 6:00,708,out,54.379,NODE
2023/4/2 6:00,365,in,1261.63,NODE
2023/4/2 6:00,366,in,2593.87,NODE
2023/4/2 6:00,367,in,313.849,NODE
2023/4/2 6:00,368,in,81.039,NODE
2023/4/2 6:00,369,consume,30.149,NODE
2023/4/2 6:00,370,out,38.129,NODE
2023/4/2 6:00,371,out,38.939,NODE
2023/4/2 6:00,372,out,78.419,NODE
2023/4/2 6:00,373,out,3925.28,NODE
2023/4/2 6:00,374,out,0,NODE
2023/4/2 6:00,375,out,26.509,NODE
2023/4/2 6:00,376,out,0,NODE
2023/4/2 6:00,722,out,177.119,NODE
2023/4/2 6:00,377,in,2865.88,NODE
2023/4/2 6:00,378,in,1025.98,NODE
2023/4/2 6:00,379,in,27.359,NODE
2023/4/2 6:00,380,in,25.889,NODE
2023/4/2 6:00,381,out,165.529,NODE
2023/4/2 6:00,382,out,930.579,NODE
2023/4/2 6:00,383,out,1857.75,NODE
2023/4/2 6:00,384,out,188.429,NODE
2023/4/2 6:00,385,out,524.239,NODE
2023/4/2 6:00,386,out,162.839,NODE
2023/4/2 6:00,387,consume,174.169,NODE
2023/4/2 6:00,388,out,174.169,NODE
2023/4/2 6:00,392,in,30.869,NODE
2023/4/2 6:00,393,consume,40.479,NODE
2023/4/2 6:00,394,in,1698.98,NODE
2023/4/2 6:00,395,out,27.359,NODE
2023/4/2 6:00,396,out,36.219,NODE
2023/4/2 6:00,397,out,1695.76,NODE
2023/4/2 6:00,398,out,0,NODE
2023/4/2 6:00,400,in,1145.44,NODE
2023/4/2 6:00,401,out,31.659,NODE
2023/4/2 6:00,402,out,679.649,NODE
2023/4/2 6:00,403,out,189.789,NODE
2023/4/2 6:00,404,out,316.689,NODE
2023/4/2 6:00,405,in,677.729,NODE
2023/4/2 6:00,406,in,25.919,NODE
2023/4/2 6:00,407,in,138.339,NODE
2023/4/2 6:00,408,in,104.619,NODE
2023/4/2 6:00,409,out,31.839,NODE
2023/4/2 6:00,410,out,734.269,NODE
2023/4/2 6:00,411,out,150.639,NODE
2023/4/2 6:00,412,out,0,NODE
2023/4/2 6:00,413,out,0,NODE
2023/4/2 6:00,449,in,144.999,NODE
2023/4/2 6:00,450,consume,100.039,NODE
2023/4/2 6:00,451,in,1154.39,NODE
2023/4/2 6:00,452,in,2766.49,NODE
2023/4/2 6:00,453,out,422.319,NODE
2023/4/2 6:00,454,out,0,NODE
2023/4/2 6:00,455,out,1652.51,NODE
2023/4/2 6:00,456,out,0,NODE
2023/4/2 6:00,457,out,1627.72,NODE
2023/4/2 6:00,458,out,27.369,NODE
2023/4/2 6:00,459,out,0,NODE
2023/4/2 6:00,460,out,262.329,NODE
2023/4/2 6:00,461,out,54.579,NODE
2023/4/2 6:00,462,out,70.339,NODE
2023/4/2 6:00,463,out,0,NODE
2023/4/2 6:00,464,out,26.269,NODE
2023/4/2 6:00,465,out,36.849,NODE
2023/4/2 6:00,723,out,65.879,NODE
2023/4/2 6:00,414,in,3235.96,NODE
2023/4/2 6:00,415,in,0,NODE
2023/4/2 6:00,416,in,375.759,NODE
2023/4/2 6:00,417,in,88.799,NODE
2023/4/2 6:00,418,consume,47.779,NODE
2023/4/2 6:00,419,in,2677.37,NODE
2023/4/2 6:00,420,out,313.319,NODE
2023/4/2 6:00,421,out,2349.31,NODE
2023/4/2 6:00,422,out,3048.09,NODE
2023/4/2 6:00,423,out,539.329,NODE
2023/4/2 6:00,424,out,60.909,NODE
2023/4/2 6:00,425,out,27.949,NODE
2023/4/2 6:00,426,out,0,NODE
2023/4/2 6:00,427,out,64.319,NODE
2023/4/2 6:00,724,out,77.739,NODE
2023/4/2 6:00,428,in,105.579,NODE
2023/4/2 6:00,429,consume,71.969,NODE
2023/4/2 6:00,430,in,1167.1,NODE
2023/4/2 6:00,431,in,2791.2,NODE
2023/4/2 6:00,432,out,56.729,NODE
2023/4/2 6:00,433,out,55.029,NODE
2023/4/2 6:00,434,out,977.799,NODE
2023/4/2 6:00,435,out,572.569,NODE
2023/4/2 6:00,436,out,1017.46,NODE
2023/4/2 6:00,437,out,694.589,NODE
2023/4/2 6:00,438,out,764.389,NODE
2023/4/2 6:00,439,out,0,NODE
2023/4/2 6:00,440,out,37.299,NODE
2023/4/2 6:00,725,out,42.999,NODE
2023/4/2 6:00,441,consume,33.309,NODE
2023/4/2 6:00,442,in,31.139,NODE
2023/4/2 6:00,443,in,268.309,NODE
2023/4/2 6:00,444,in,1465.43,NODE
2023/4/2 6:00,445,out,0,NODE
2023/4/2 6:00,446,out,39.529,NODE
2023/4/2 6:00,447,out,1699.45,NODE
2023/4/2 6:00,466,in,36.099,NODE
2023/4/2 6:00,467,consume,0,NODE
2023/4/2 6:00,468,in,667.909,NODE
2023/4/2 6:00,469,in,183.849,NODE
2023/4/2 6:00,470,out,42.899,NODE
2023/4/2 6:00,471,out,818.989,NODE
2023/4/2 6:00,472,out,0,NODE
2023/4/2 6:00,473,out,0,NODE
2023/4/2 6:00,474,in,1075.71,NODE
2023/4/2 6:00,475,in,313.319,NODE
2023/4/2 6:00,476,in,0,NODE
2023/4/2 6:00,477,out,492.019,NODE
2023/4/2 6:00,478,out,896.339,NODE
2023/4/2 6:00,505,in,4192.95,NODE
2023/4/2 6:00,506,in,28.729,NODE
2023/4/2 6:00,507,in,134.819,NODE
2023/4/2 6:00,508,consume,89.469,NODE
2023/4/2 6:00,509,out,625.949,NODE
2023/4/2 6:00,510,out,3534.98,NODE
2023/4/2 6:00,511,out,50.699,NODE
2023/4/2 6:00,512,out,170.749,NODE
2023/4/2 6:00,513,out,0,NODE
2023/4/2 6:00,489,in,3424.17,NODE
2023/4/2 6:00,490,in,36.409,NODE
2023/4/2 6:00,491,consume,205.279,NODE
2023/4/2 6:00,492,out,179.289,NODE
2023/4/2 6:00,493,out,131.999,NODE
2023/4/2 6:00,494,out,2874.01,NODE
2023/4/2 6:00,495,out,0,NODE
2023/4/2 6:00,496,out,327.039,NODE
2023/4/2 6:00,497,in,3510.99,NODE
2023/4/2 6:00,498,in,36.049,NODE
2023/4/2 6:00,499,consume,197.699,NODE
2023/4/2 6:00,500,out,130.139,NODE
2023/4/2 6:00,501,out,311.919,NODE
2023/4/2 6:00,502,out,178.819,NODE
2023/4/2 6:00,503,out,2977.92,NODE
2023/4/2 6:00,504,out,0,NODE
2023/4/2 6:00,479,in,105.999,NODE
2023/4/2 6:00,480,in,496.799,NODE
2023/4/2 6:00,481,in,93.849,NODE
2023/4/2 6:00,482,in,246.889,NODE
2023/4/2 6:00,483,in,591.839,NODE
2023/4/2 6:00,484,out,358.399,NODE
2023/4/2 6:00,485,out,0,NODE
2023/4/2 6:00,486,out,618.769,NODE
2023/4/2 6:00,487,out,505.109,NODE
2023/4/2 6:00,488,out,27.219,NODE
2023/4/2 6:00,710,out,33.699,NODE
2023/4/2 6:00,514,in,5717.22,NODE
2023/4/2 6:00,515,in,0,NODE
2023/4/2 6:00,516,in,218.839,NODE
2023/4/2 6:00,517,in,45.109,NODE
2023/4/2 6:00,518,in,94.009,NODE
2023/4/2 6:00,519,consume,470.559,NODE
2023/4/2 6:00,520,out,3030.88,NODE
2023/4/2 6:00,521,out,1002.38,NODE
2023/4/2 6:00,522,out,426.009,NODE
2023/4/2 6:00,523,out,910.549,NODE
2023/4/2 6:00,524,out,273.639,NODE
2023/4/2 6:00,525,out,324.609,NODE
2023/4/2 6:00,526,out,162.339,NODE
2023/4/2 6:00,527,in,1694.77,NODE
2023/4/2 6:00,528,in,789.559,NODE
2023/4/2 6:00,529,in,0,NODE
2023/4/2 6:00,530,in,0,NODE
2023/4/2 6:00,531,out,1719.32,NODE
