MTRL_ID,MTRL_ALIAS,UPPER_ID
"1015","(PP)GH25S(25kg/袋)协议品","512"
"1016","(PP)GH40S合格品","512"
"1017","(PP)GH40S优等品","512"
"1018","(PP)GH40S协议品","512"
"1019","(PP)GH40S(25kg/袋)优等品","512"
"1020","(PP)GH40S(25kg/袋)合格品","512"
"1021","(PP)GH40S(25kg/袋)协议品","512"
"1022","(PP)GC08M合格品","512"
"1023","(PP)GC08M协议品","512"
"1024","(PP)GC08M优等品","512"
"1025","(PP)GC08M(25kg/袋)合格品","512"
"1026","(PP)GC08M(25kg/袋)优等品","512"
"1027","(PP)GC08M(25kg/袋)协议品","512"
"1028","(PP)L5D98合格品","512"
"1029","(PP)L5D98优等品","512"
"1030","(PP)L5D98协议品","512"
"1031","(PP)L5D98(25kg/袋)优等品","512"
"1032","(PP)L5D98(25kg/袋)合格品","512"
"1033","(PP)L5D98(25kg/袋)协议品","512"
"1034","(PP)GC02M合格品","512"
"1035","(PP)GC02M优等品","512"
"1036","(PP)GC02M协议品","512"
"1037","(PP)GC02M(25kg/袋)优等品","512"
"1038","(PP)GC02M(25kg/袋)协议品","512"
"1039","(PP)L5E89合格品","512"
"1040","(PP)L5E89优等品","512"
"1041","(PP)L5E89协议品","512"
"1042","(PP)L5E89(25kg/袋)优等品","512"
"1043","(PP)L5E89(25kg/袋)合格品","512"
"1044","(PP)L5E89(25kg/袋)协议品","512"
"1045","(PP)GH12M合格品","512"
"1046","(PP)GH12M优等品","512"
"1047","(PP)GH12M协议品","512"
"1048","(PP)GH12M(25kg/袋)优等品","512"
"1049","(PP)GH12M(25kg/袋)合格品","512"
"1050","(PP)GH12M(25kg/袋)协议品","512"
"1051","(HDPE)ACP 9254粒料(25kg/袋)合格品","507"
"1052","(HDPE)ACP9254(散装)合格品","507"
"1053","(HDPE)ACP9254合格品","507"
"1054","(HDPE)ACP9255粒料(60袋(1.5t)/托盘)合格品","507"
"1055","(HDPE)HSGC7260粒料(60袋(1.5t)/托盘)合格品","507"
"1056","(PP)GR20M粒料合格品","512"
"1057","(LLDPE)DFDC-7050粒料优等品","508"
"1058","线性低密度聚乙烯树脂DFDC-7050粒料协议品","508"
"1059","线性低密度聚乙烯树脂DFDC-7050协议品（25kg/袋）","508"
"1060","线性低密度聚乙烯树脂DFDC-7050优等品（25kg/袋）","508"
"1061","线性低密度聚乙烯树脂DFDC-7050合格品（25kg/袋）","508"
"1062","线性低密度聚乙烯树脂DNDA-8320优等品","508"
"1063","线性低密度聚乙烯树脂DNDA-8320协议品","508"
"1064","线性低密度聚乙烯树脂DNDA-8320优等品(25kg/袋)","508"
"1065","线性低密度聚乙烯树脂DNDA-8320合格品(25kg/袋)","508"
"1066","线性低密度聚乙烯DFDA-9047","508"
"1067","线性低密度聚乙烯DFDA-9047（优级品）","508"
"1068","线性低密度聚乙烯DFDA-9047（一级品）","508"
"1069","线性低密度聚乙烯DFDA-9047（合格品）","508"
"1070","线性低密度聚乙烯DFDA-9047（协议品）","508"
"1071","(HDPE)DMDZ-6147","507"
"1072","高密度聚乙烯DMDZ-6147粒料（优级品）","507"
"1073","高密度聚乙烯DMDZ-6147粒料（协议品）","507"
"1074","高密度聚乙烯DMDZ-6147粒料（合格品）","507"
"1075","聚乙烯HPR3518CB粒料（优级品）","508"
"1076","聚乙烯HPR3518CB粒料（一级品）","508"
"1077","聚乙烯HPR3518CB粒料（协议品）","508"
"1078","聚乙烯HPR3518CB粒料（合格品）","508"
"1079","(LLDPE)DFDA-7050粒料（25kg/袋）协议品","508"
"1080","(LLDPE)DFDA-7050粒料（25kg/袋）优等品","508"
"1081","(LLDPE)DFDA-7050粒料（25kg/袋）合格品","508"
"1082","(LLDPE)DFDA-8320粒料（25kg/袋）优等品","508"
"1083","(LLDPE)DNDA-8320粒料（25kg/袋）合格品","508"
"1084","(LLDPE)DFDA-8320粒料（25kg/袋）协议品","508"
"1085","(LLDPE)HPR-1018HA粒料(25kg/袋)合格品","508"
"1086","高密度聚乙烯树脂ACP9255(25kg/袋)合格品","507"
"1087","(PP)GC02M(25kg/袋)合格品","512"
"1088","(HDPE)ACP9255粒料合格品","507"
"1089","(HDPE)ACP9255粒料(散装)合格品","507"
"1090","(HDPE)DMDA-8007","507"
"1091","(HDPE)DMDA8007粒料（合格品）","507"
"1092","(HDPE)DMDA8007粒料(散装)合格品","507"
"1093","(HDPE)DMDA8007粒料(25kg/袋)合格品","507"
"1094","(HDPE)DMDA8007粒料(60袋(1.5t)/托盘)合格品","507"
"1095","液化石油气","456"
"1096","工业硫磺液体广东石化协议品","726"
"1097","工业硫磺广东石化协议品散装/罐装","726"
"1098","聚丙烯树脂L5E89过渡料广东石化协议品25kg/袋","512"
"1099","线性低密度聚乙烯树脂清洗料广东石化协议品不定重(包/袋)","508"
"1100","高密度聚乙烯树脂清洗料广东石化协议品不定重(包/袋)","507"
"1101","聚丙烯树脂清洗料广东石化协议品不定重(包/袋)","512"
"1102","高密度聚乙烯树脂DMDX-6147优等品","507"
"1103","高密度聚乙烯树脂DMDX-6147广东石化优等品25kg/袋","507"
"1104","高密度聚乙烯树脂DMDX-6147协议品","507"
"1105","高密度聚乙烯树脂DMDX-6147广东石化协议品25kg/袋","507"
"1106","线性低密度聚乙烯树脂HPR3518CB广东石化优等品25kg/袋","508"
"1107","线性低密度聚乙烯树脂HPR3518CB广东石化合格品25kg/袋","508"
"1108","线性低密度聚乙烯树脂HPR3518CB广东石化协议品25kg/袋","508"
"1109","线性低密度聚乙烯树脂HPR1018HA协议品","508"
"1110","线性低密度聚乙烯树脂HPR1018HA广东石化协议品25kg/袋","508"
"1111","线性低密度聚乙烯树脂HPR1018HA优等品","508"
"1112","线性低密度聚乙烯树脂HPR1018HA广东石化优等品25kg/袋","508"
"1113","工业硫磺协议品","726"
"1114","工业硫磺协议品(50kg/袋)","726"
"1115","线性低密度聚乙烯树脂DNDA8320过渡料","508"
"1116","线性低密度聚乙烯树脂DNDA8320过渡料协议品25kg/袋","508"
"1117","线性低密度聚乙烯树脂DFDA7042N过渡料协议品(25kg/袋)","508"
"1118","高密度聚乙烯DMDA-8008过渡料","507"
"1119","高密度聚乙烯树脂DMDA-8008过渡料协议品(25kg/袋)","507"
"1120","(HDPE)HSGC7260粒料过渡料","507"
"1121","高密度聚乙烯树脂HS GC7260过渡料协议品,25kg/袋)","507"
"1122","石油对二甲苯协议品","295"
"1123","石油苯协议品","531"
"1124","苯乙烯(待检)","524"
"1125","工业用裂解碳九","554"
"1126","92#汽油半成品","324"
"1127","95#汽油半成品","324"
"1128","98#汽油半成品","324"
"1130","气分液态烃","448"
"1131","气分碳四","448"
"1132","乙烯液态烃","448"
"1133","工业用苯乙烯(协议品)","525"
"1134","DMA半成品","316"
"1135","0#出口柴油半成品","310"
"1136","(车用汽油92#)国VIB","298"
"1137","(车用汽油95#)国VIB","298"
"1138","(车用汽油98#)国VIB","298"
"1139","石油对二甲苯一级品","295"
"1140","石油对二甲苯优等品","295"
"1141","液氩（高纯氩）","498"
"1142","工业用液氧（992）合格品","497"
"1143","空分超纯氮","499"
"1144","石油焦 散装","322"
"1145","工业用裂解碳五,广东石化,合格品","553"
"1146","工业用丁二烯(聚合级,合格品)","625"
"1147","液化石油气(商品丙丁烷混合物协议品)","1095"
"1148","油浆","494"
"1149","油浆 密度>1 散装","1148"
"1150","油浆 密度<1 散装","1148"
"1151","工业用裂解碳九合格品","554"
"1152","石脑油（协议品）","615"
"1153","工业用裂解碳九,协议品","554"
"1154","工业用裂解碳五,协议品","553"
"1155","聚合级丙烯","728"
"1156","聚合级丙烯(优等品)","542"
"1157","商品丙丁烷混合物(液化石油气GB11174)","1095"
"1158","重交通道路石油沥青AH-90","321"
"1159","0#车用柴油(国ⅥB)","308"
"1160","工业用裂解碳九一级品","554"
"1161","工业用裂解碳五30,合格品","553"
"1162","工业用裂解碳五40,合格品","553"
"1163","工业用裂解碳五45,合格品","553"
"1164","工业用裂解碳五50,合格品","553"
"1165","工业用苯乙烯(聚合级,合格品)","525"
"1166","工业用苯乙烯(工业级,合格品)","525"
"1167","工业用苯乙烯合格品","525"
"1168","工业用苯乙烯优等品","525"
"1169","工业用苯乙烯一等品","525"
"1170","商品丙烷液化石油气 GB11174","1095"
"1171","商品丁烷液化石油气 GB11174","1095"
"1172","商品丙丁烷混合物(液化石油气GB11174工业用)","1095"
"1173","商品丙丁烷混合物(液化石油气GB11174民用)","1095"
"1174","液化石油气(精丙烯)","1095"
"1175","工业用丁二烯(工业级,合格品)","625"
"1176","工业用丁二烯优级品","625"
"1177","工业用丁二烯一等品","625"
"1178","工业用丁二烯合格品","625"
"1179","工业用丁二烯(协议品)","625"
"1180","乙烯焦油(协议品)","552"
"1181","石脑油 65号","615"
"1182","石脑油 60号","615"
"1183","石脑油 55号","615"
"1184","液氩（纯氩）","498"
"1185","聚合级丙烯一等品","542"
"1186","聚合级丙烯合格品","542"
"1187","液氩（协议品）","498"
"1188","布拉沃","557"
"1189","液体硫磺","726"
"1190","希伯伦","557"
"1191","CDB","557"
"1192","海波尼亚","557"
"1193","WCS","557"
"1194","AWB","557"
"1195","克尔湖","557"
"1196","PXB","557"
"1197","乌拉尔","557"
"1198","帕斯","557"
"1199","绿纹龟","557"
"1200","阿尔巴克拉","557"
"1201","高密度聚乙烯GF7750M2粒料(25kg/袋)优等品","507"
"1202","高密度聚乙烯GF7750M2粒料(25kg/袋)协议品","507"
"1203","(PP)GH08M","512"
"1204","聚丙烯树脂GH08M粒料(合格品)","512"
"1205","聚丙烯树脂GH08M粒料(优等品)","512"
"1206","聚丙烯树脂GH08M粒料(协议品)","512"
"1207","聚丙烯树脂GH08M粒料(合格品)25kg/袋","512"
"1208","聚丙烯树脂GH08M(优等品)25kg/袋","512"
"1209","聚丙烯树脂GH08M(协议品)25kg/袋","512"
"1210","(PP)GH17M","512"
"1211","聚丙烯树脂GH17M(协议品)","512"
"1212","聚丙烯树脂GH17M(合格品)","512"
"1213","聚丙烯树脂GH17M(优等品)","512"
"1214","聚丙烯树脂GH17M(协议品)25kg/袋","512"
"1215","聚丙烯树脂GH17M(合格品)25kg/袋","512"
"1216","聚丙烯树脂GH17M(优等品)25kg/袋","512"
"1217","高密度聚乙烯GF7750M2粒料优等品","507"
"1218","(HDPE)DMDA-6147","507"
"1219","高密度聚乙烯DMDA-6147粒料(优级品)","507"
"1220","高密度聚乙烯DMDA-6147粒料(协议品)","507"
"1221","高密度聚乙烯DMDA-6147粒料(合格品)","507"
"1222","高密度聚乙烯DMDA-6147粒料(25kg/袋)优级品","507"
"1223","高密度聚乙烯DMDA-6147粒料(25kg/袋)协议品","507"
"1224","高密度聚乙烯DMDA-6147粒料(25kg/袋)合格品","507"
"1225","塔尔塔鲁加","557"
"1226","那坡","557"
"1227","拉帕","557"
"1228","沥青半成品","320"
"1229","巴斯洛","557"
"1230","南拉特卡","557"
"1231","始新世","557"
"1232","阿克","557"
"1233","马雷斯","557"
"1234","舒如如","557"
"1235","巴西苏如如原油(Sururu)","557"
